Numero,Nome,Idade,Nascimento,Clube,Posição,Valor,Face,Logo,Competição
#42,Trey Nyoni,19,30/06/2007,Liverpool FC,Central Midfield,€8.00m,https://img.a.transfermarkt.technology/portrait/header/1045123-1708933240.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#7,Florian Wirtz,23,03/05/2003,Liverpool FC,Attacking Midfield,€100.00m,https://img.a.transfermarkt.technology/portrait/header/598577-1781163178.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#8,Dominik Szoboszlai,25,25/10/2000,Liverpool FC,Attacking Midfield,€100.00m,https://img.a.transfermarkt.technology/portrait/header/451276-1758715234.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#19,Harvey Elliott,23,04/04/2003,Liverpool FC,Attacking Midfield,€20.00m,https://img.a.transfermarkt.technology/portrait/header/565822-1665128076.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#18,Cody Gakpo,27,07/05/1999,Liverpool FC,Left Winger,€60.00m,https://img.a.transfermarkt.technology/portrait/header/434675-1682690965.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
,Víctor Muñoz,22,13/07/2003,Liverpool FC,Left Winger,€30.00m,https://img.a.transfermarkt.technology/portrait/header/935231-1747037145.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#73,Rio Ngumoha,17,29/08/2008,Liverpool FC,Left Winger,€30.00m,https://img.a.transfermarkt.technology/portrait/header/1108466-1730834754.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#14,Federico Chiesa,28,25/10/1997,Liverpool FC,Right Winger,€13.00m,https://img.a.transfermarkt.technology/portrait/header/341092-1663576975.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#9,Alexander Isak,26,21/09/1999,Liverpool FC,Centre-Forward,€85.00m,https://img.a.transfermarkt.technology/portrait/header/349066-1680791339.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#22,Hugo Ekitiké,24,20/06/2002,Liverpool FC,Centre-Forward,€80.00m,https://img.a.transfermarkt.technology/portrait/header/709726-1758714741.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/31.png?lm=1727873452,Premier League
#1,Guglielmo Vicario,29,07/10/1996,Tottenham Hotspur,Goalkeeper,€18.00m,https://img.a.transfermarkt.technology/portrait/header/286047-1725874745.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#31,Antonín Kinský,23,13/03/2003,Tottenham Hotspur,Goalkeeper,€15.00m,https://img.a.transfermarkt.technology/portrait/header/725912-1766160431.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
,Martin Dúbravka,37,15/01/1989,Tottenham Hotspur,Goalkeeper,€500k,https://img.a.transfermarkt.technology/portrait/header/74960-1700237195.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#40,Brandon Austin,27,08/01/1999,Tottenham Hotspur,Goalkeeper,€500k,https://img.a.transfermarkt.technology/portrait/header/428016-1737735261.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#16,Luka Vuskovic,19,24/02/2007,Tottenham Hotspur,Centre-Back,€60.00m,https://img.a.transfermarkt.technology/portrait/header/892160-1758187820.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#37,Micky van de Ven,25,19/04/2001,Tottenham Hotspur,Centre-Back,€50.00m,https://img.a.transfermarkt.technology/portrait/header/557459-1744313600.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
,Jan Paul van Hecke,26,08/06/2000,Tottenham Hotspur,Centre-Back,€45.00m,https://img.a.transfermarkt.technology/portrait/header/576314-1742501220.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#17,Cristian Romero,28,27/04/1998,Tottenham Hotspur,Centre-Back,€45.00m,https://img.a.transfermarkt.technology/portrait/header/355915-1665609429.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
,Marcos Senesi,29,10/05/1997,Tottenham Hotspur,Centre-Back,€25.00m,https://img.a.transfermarkt.technology/portrait/header/469781-1738824319.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#4,Kevin Danso,27,19/09/1998,Tottenham Hotspur,Centre-Back,€20.00m,https://img.a.transfermarkt.technology/portrait/header/263236-1691217955.png?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
,Radu Drăgușin,24,03/02/2002,Tottenham Hotspur,Centre-Back,€16.00m,https://img.a.transfermarkt.technology/portrait/header/568559-1704716630.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#35,Ashley Phillips,21,26/06/2005,Tottenham Hotspur,Centre-Back,€7.00m,https://img.a.transfermarkt.technology/portrait/header/859951-1666873624.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#25,Kota Takai,21,04/09/2004,Tottenham Hotspur,Centre-Back,€5.00m,https://img.a.transfermarkt.technology/portrait/header/671108-1745788815.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#33,Ben Davies,33,24/04/1993,Tottenham Hotspur,Centre-Back,€3.00m,https://img.a.transfermarkt.technology/portrait/header/192765-1668520095.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#13,Destiny Udogie,23,28/11/2002,Tottenham Hotspur,Left-Back,€30.00m,https://img.a.transfermarkt.technology/portrait/header/556385-1697208468.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#24,Djed Spence,25,09/08/2000,Tottenham Hotspur,Left-Back,€30.00m,https://img.a.transfermarkt.technology/portrait/header/483348-1746645656.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#38,Souza,20,16/06/2006,Tottenham Hotspur,Left-Back,€12.00m,https://img.a.transfermarkt.technology/portrait/header/1086258-1769207185.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
,Andrew Robertson,32,11/03/1994,Tottenham Hotspur,Left-Back,€7.00m,https://img.a.transfermarkt.technology/portrait/header/234803-1709147379.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#23,Pedro Porro,26,13/09/1999,Tottenham Hotspur,Right-Back,€35.00m,https://img.a.transfermarkt.technology/portrait/header/553875-1730812390.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#16,Sandro Tonali,26,08/05/2000,Tottenham Hotspur,Defensive Midfield,€80.00m,https://img.a.transfermarkt.technology/portrait/header/397033-1688389270.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#30,Rodrigo Bentancur,29,25/06/1997,Tottenham Hotspur,Defensive Midfield,€20.00m,https://img.a.transfermarkt.technology/portrait/header/354362-1740605779.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#18,Mateus Fernandes,21,10/07/2004,Tottenham Hotspur,Central Midfield,€50.00m,https://img.a.transfermarkt.technology/portrait/header/880245-1727786403.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#14,Archie Gray,20,12/03/2006,Tottenham Hotspur,Central Midfield,€35.00m,https://img.a.transfermarkt.technology/portrait/header/922693-1695108880.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#15,Lucas Bergvall,20,02/02/2006,Tottenham Hotspur,Central Midfield,€35.00m,https://img.a.transfermarkt.technology/portrait/header/866246-1701861399.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#8,Conor Gallagher,26,06/02/2000,Tottenham Hotspur,Central Midfield,€32.00m,https://img.a.transfermarkt.technology/portrait/header/488362-1668500476.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#29,Pape Matar Sarr,23,14/09/2002,Tottenham Hotspur,Central Midfield,€30.00m,https://img.a.transfermarkt.technology/portrait/header/568693-1668163083.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#7,Xavi Simons,23,21/04/2003,Tottenham Hotspur,Attacking Midfield,€40.00m,https://img.a.transfermarkt.technology/portrait/header/566931-1729778226.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#10,James Maddison,29,23/11/1996,Tottenham Hotspur,Attacking Midfield,€20.00m,https://img.a.transfermarkt.technology/portrait/header/294057-1687982662.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#21,Dejan Kulusevski,26,25/04/2000,Tottenham Hotspur,Attacking Midfield,€17.00m,https://img.a.transfermarkt.technology/portrait/header/431755-1684943454.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
,Mikey Moore,18,11/08/2007,Tottenham Hotspur,Left Winger,€18.00m,https://img.a.transfermarkt.technology/portrait/header/1011147-1716493553.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#28,Wilson Odobert,21,28/11/2004,Tottenham Hotspur,Left Winger,€18.00m,https://img.a.transfermarkt.technology/portrait/header/743498-1740605858.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#27,Manor Solomon,26,24/07/1999,Tottenham Hotspur,Left Winger,€8.00m,https://img.a.transfermarkt.technology/portrait/header/396638-1684793985.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#20,Mohammed Kudus,25,02/08/2000,Tottenham Hotspur,Right Winger,€50.00m,https://img.a.transfermarkt.technology/portrait/header/543499-1668429218.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
,Min-hyeok Yang,20,16/04/2006,Tottenham Hotspur,Right Winger,€3.00m,https://img.a.transfermarkt.technology/portrait/header/1004327-1731558430.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#19,Dominic Solanke,28,14/09/1997,Tottenham Hotspur,Centre-Forward,€28.00m,https://img.a.transfermarkt.technology/portrait/header/258889-1708340487.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#9,Richarlison,29,10/05/1997,Tottenham Hotspur,Centre-Forward,€25.00m,https://img.a.transfermarkt.technology/portrait/header/378710-1665608231.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#11,Mathys Tel,21,27/04/2005,Tottenham Hotspur,Centre-Forward,€22.00m,https://img.a.transfermarkt.technology/portrait/header/801734-1700040486.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#44,Dane Scarlett,22,24/03/2004,Tottenham Hotspur,Centre-Forward,€1.50m,https://img.a.transfermarkt.technology/portrait/header/670883-1782247171.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,Premier League
#31,Senne Lammens,24,07/07/2002,Manchester United,Goalkeeper,€35.00m,https://img.a.transfermarkt.technology/portrait/header/503883-1755675220.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#1,Altay Bayındır,28,14/04/1998,Manchester United,Goalkeeper,€5.00m,https://img.a.transfermarkt.technology/portrait/header/336077-1781173656.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#22,Tom Heaton,40,15/04/1986,Manchester United,Goalkeeper,€100k,https://img.a.transfermarkt.technology/portrait/header/34130-1688121718.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#45,Dermot Mee,23,20/11/2002,Manchester United,Goalkeeper,,https://img.a.transfermarkt.technology/portrait/header/620362-1746691943.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#15,Leny Yoro,20,13/11/2005,Manchester United,Centre-Back,€50.00m,https://img.a.transfermarkt.technology/portrait/header/923831-1747857948.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#6,Lisandro Martínez,28,18/01/1998,Manchester United,Centre-Back,€40.00m,https://img.a.transfermarkt.technology/portrait/header/480762-1680681507.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#4,Matthijs de Ligt,26,12/08/1999,Manchester United,Centre-Back,€30.00m,https://img.a.transfermarkt.technology/portrait/header/326031-1700659567.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#26,Ayden Heaven,19,22/09/2006,Manchester United,Centre-Back,€30.00m,https://img.a.transfermarkt.technology/portrait/header/1078163-1727382016.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#5,Harry Maguire,33,05/03/1993,Manchester United,Centre-Back,€8.00m,https://img.a.transfermarkt.technology/portrait/header/177907-1663841733.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#33,Tyler Fredricson,21,23/02/2005,Manchester United,Centre-Back,€3.00m,https://img.a.transfermarkt.technology/portrait/header/911424-1739789023.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#23,Luke Shaw,30,12/07/1995,Manchester United,Left-Back,€8.00m,https://img.a.transfermarkt.technology/portrait/header/183288-1668500175.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#41,Harry Amass,19,16/03/2007,Manchester United,Left-Back,€7.00m,https://img.a.transfermarkt.technology/portrait/header/1011738-1712585934.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#35,Diego León,19,03/04/2007,Manchester United,Left-Back,€4.00m,https://img.a.transfermarkt.technology/portrait/header/1283997-1751711448.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#2,Diogo Dalot,27,18/03/1999,Manchester United,Right-Back,€30.00m,https://img.a.transfermarkt.technology/portrait/header/357147-1727785546.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#3,Noussair Mazraoui,28,14/11/1997,Manchester United,Right-Back,€18.00m,https://img.a.transfermarkt.technology/portrait/header/340456-1783200177.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#25,Manuel Ugarte,25,11/04/2001,Manchester United,Defensive Midfield,€25.00m,https://img.a.transfermarkt.technology/portrait/header/476701-1715107512.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#43,Toby Collyer,22,03/01/2004,Manchester United,Defensive Midfield,€5.00m,https://img.a.transfermarkt.technology/portrait/header/654253-1709159230.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#37,Kobbie Mainoo,21,19/04/2005,Manchester United,Central Midfield,€70.00m,https://img.a.transfermarkt.technology/portrait/header/820374-1719349758.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#39,Tyler Fletcher,19,19/03/2007,Manchester United,Central Midfield,€1.50m,https://img.a.transfermarkt.technology/portrait/header/1049911-1782339780.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#44,Dan Gore,21,26/09/2004,Manchester United,Central Midfield,€1.00m,https://img.a.transfermarkt.technology/portrait/header/747153-1693217936.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#8,Bruno Fernandes,31,08/09/1994,Manchester United,Attacking Midfield,€35.00m,https://img.a.transfermarkt.technology/portrait/header/240306-1683882766.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#7,Mason Mount,27,10/01/1999,Manchester United,Attacking Midfield,€25.00m,https://img.a.transfermarkt.technology/portrait/header/346483-1683291495.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#38,Jack Fletcher,19,19/03/2007,Manchester United,Attacking Midfield,€1.50m,https://img.a.transfermarkt.technology/portrait/header/1011140-1739789239.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
,Marcus Rashford,28,31/10/1997,Manchester United,Left Winger,€40.00m,https://img.a.transfermarkt.technology/portrait/header/258923-1674473054.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#13,Patrick Dorgu,21,26/10/2004,Manchester United,Left Winger,€35.00m,https://img.a.transfermarkt.technology/portrait/header/926952-1747857569.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#19,Bryan Mbeumo,26,07/08/1999,Manchester United,Right Winger,€75.00m,https://img.a.transfermarkt.technology/portrait/header/413039-1769532496.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#16,Amad Diallo,23,11/07/2002,Manchester United,Right Winger,€45.00m,https://img.a.transfermarkt.technology/portrait/header/536835-1747857754.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#10,Matheus Cunha,27,27/05/1999,Manchester United,Centre-Forward,€75.00m,https://img.a.transfermarkt.technology/portrait/header/517894-1780390711.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#30,Benjamin Sesko,23,31/05/2003,Manchester United,Centre-Forward,€75.00m,https://img.a.transfermarkt.technology/portrait/header/627442-1779803478.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#11,Joshua Zirkzee,25,22/05/2001,Manchester United,Centre-Forward,€20.00m,https://img.a.transfermarkt.technology/portrait/header/435648-1775738266.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#32,Chido Obi,18,29/11/2007,Manchester United,Centre-Forward,€5.00m,https://img.a.transfermarkt.technology/portrait/header/1042886-1739789319.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#36,Ethan Wheatley,20,20/01/2006,Manchester United,Centre-Forward,€250k,https://img.a.transfermarkt.technology/portrait/header/888639-1714056048.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,Premier League
#1,Bart Verbruggen,23,18/08/2002,Brighton & Hove Albion,Goalkeeper,€40.00m,https://img.a.transfermarkt.technology/portrait/header/565093-1716990260.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Carl Rushworth,25,02/07/2001,Brighton & Hove Albion,Goalkeeper,€16.00m,https://img.a.transfermarkt.technology/portrait/header/646353-1664348532.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,James Beadle,21,16/07/2004,Brighton & Hove Albion,Goalkeeper,€6.00m,https://img.a.transfermarkt.technology/portrait/header/670860-1669114553.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#23,Jason Steele,35,18/08/1990,Brighton & Hove Albion,Goalkeeper,€500k,https://img.a.transfermarkt.technology/portrait/header/73564-1681383960.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#38,Tom McGill,26,25/03/2000,Brighton & Hove Albion,Goalkeeper,€500k,https://img.a.transfermarkt.technology/portrait/header/406556-1718472851.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Pascal Struijk,26,11/08/1999,Brighton & Hove Albion,Centre-Back,€22.00m,https://img.a.transfermarkt.technology/portrait/header/410708-1708002225.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Diego Coppola,22,28/12/2003,Brighton & Hove Albion,Centre-Back,€18.00m,https://img.a.transfermarkt.technology/portrait/header/660860-1663671800.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#21,Olivier Boscagli,28,18/11/1997,Brighton & Hove Albion,Centre-Back,€15.00m,https://img.a.transfermarkt.technology/portrait/header/318508-1763637922.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#3,Igor Julio,28,07/02/1998,Brighton & Hove Albion,Centre-Back,€10.00m,https://img.a.transfermarkt.technology/portrait/header/380350-1700737326.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Eiran Cashin,24,09/11/2001,Brighton & Hove Albion,Centre-Back,€5.00m,https://img.a.transfermarkt.technology/portrait/header/581330-1699341875.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Michael Svoboda,27,15/10/1998,Brighton & Hove Albion,Centre-Back,€3.50m,https://img.a.transfermarkt.technology/portrait/header/438961-1717659180.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#5,Lewis Dunk,34,21/11/1991,Brighton & Hove Albion,Centre-Back,€3.50m,https://img.a.transfermarkt.technology/portrait/header/148153-1716297176.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#24,Ferdi Kadıoğlu,26,07/10/1999,Brighton & Hove Albion,Left-Back,€35.00m,https://img.a.transfermarkt.technology/portrait/header/369316-1724792538.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#29,Maxim De Cuyper,25,22/12/2000,Brighton & Hove Albion,Left-Back,€22.00m,https://img.a.transfermarkt.technology/portrait/header/429915-1733899691.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#27,Mats Wieffer,26,16/11/1999,Brighton & Hove Albion,Right-Back,€25.00m,https://img.a.transfermarkt.technology/portrait/header/415381-1779892289.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Costinha,26,26/03/2000,Brighton & Hove Albion,Right-Back,€7.00m,https://img.a.transfermarkt.technology/portrait/header/539252-1781598083.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#17,Carlos Baleba,22,03/01/2004,Brighton & Hove Albion,Defensive Midfield,€55.00m,https://img.a.transfermarkt.technology/portrait/header/973085-1666690662.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#13,Jack Hinshelwood,21,11/04/2005,Brighton & Hove Albion,Defensive Midfield,€28.00m,https://img.a.transfermarkt.technology/portrait/header/867688-1698353957.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#26,Yasin Ayari,22,06/10/2003,Brighton & Hove Albion,Central Midfield,€35.00m,https://img.a.transfermarkt.technology/portrait/header/667287-1746438362.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#25,Diego Gómez,23,27/03/2003,Brighton & Hove Albion,Central Midfield,€25.00m,https://img.a.transfermarkt.technology/portrait/header/996897-1710077684.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#33,Matt O'Riley,25,21/11/2000,Brighton & Hove Albion,Central Midfield,€18.00m,https://img.a.transfermarkt.technology/portrait/header/406634-1661800636.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Malick Yalcouyé,20,18/11/2005,Brighton & Hove Albion,Central Midfield,€12.00m,https://img.a.transfermarkt.technology/portrait/header/1178758-1736777511.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#30,Pascal Groß,35,15/06/1991,Brighton & Hove Albion,Central Midfield,€2.50m,https://img.a.transfermarkt.technology/portrait/header/82873-1746195832.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Brajan Gruda,22,31/05/2004,Brighton & Hove Albion,Attacking Midfield,€28.00m,https://img.a.transfermarkt.technology/portrait/header/700106-1770733562.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Facundo Buonanotte,21,23/12/2004,Brighton & Hove Albion,Attacking Midfield,€12.00m,https://img.a.transfermarkt.technology/portrait/header/983989-1682588141.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#22,Kaoru Mitoma,29,20/05/1997,Brighton & Hove Albion,Left Winger,€22.00m,https://img.a.transfermarkt.technology/portrait/header/504849-1731683095.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Ibrahim Osman,21,29/11/2004,Brighton & Hove Albion,Left Winger,€7.00m,https://img.a.transfermarkt.technology/portrait/header/1110406-1697036818.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#14,Tom Watson,20,08/04/2006,Brighton & Hove Albion,Left Winger,€7.00m,https://img.a.transfermarkt.technology/portrait/header/933018-1739871162.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#11,Yankuba Minteh,21,22/07/2004,Brighton & Hove Albion,Right Winger,€45.00m,https://img.a.transfermarkt.technology/portrait/header/1012534-1694774813.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Zadok Yohanna,19,29/06/2007,Brighton & Hove Albion,Right Winger,€18.00m,https://img.a.transfermarkt.technology/portrait/header/1421433-1774883072.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Amario Cozier-Duberry,21,29/05/2005,Brighton & Hove Albion,Right Winger,€5.00m,https://img.a.transfermarkt.technology/portrait/header/878150-1709147559.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
,Rodrigo Rêgo,21,03/01/2005,Brighton & Hove Albion,Right Winger,€1.50m,https://img.a.transfermarkt.technology/portrait/header/984544-1763560582.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#10,Georginio Rutter,24,20/04/2002,Brighton & Hove Albion,Centre-Forward,€30.00m,https://img.a.transfermarkt.technology/portrait/header/538977-1727785742.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
#19,Charalampos Kostoulas,19,30/05/2007,Brighton & Hove Albion,Centre-Forward,€25.00m,https://img.a.transfermarkt.technology/portrait/header/1060087-1750779518.jpg?lm=1,https://tmssl.akamaized.net//images/wappen/head/1237.png?lm=1492718902,Premier League
